route,airline,departure_point,arrival_point,aircraft_model,departure_time,arrival_time
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,23.03.2025 23:30,23.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,24.03.2025 23:30,24.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,25.03.2025 23:30,25.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,26.03.2025 23:30,26.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,27.03.2025 23:30,27.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,28.03.2025 23:30,28.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,29.03.2025 23:30,29.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,30.03.2025 23:30,30.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,31.03.2025 23:30,31.03.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,01.04.2025 23:30,01.04.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,02.04.2025 23:30,02.04.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,03.04.2025 23:30,03.04.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,04.04.2025 23:30,04.04.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,05.04.2025 23:30,05.04.2025 07:25
S7 5237,S7,"Новосибирск, OVB","Хабаровск, KHV",Airbus A321,07.03.2025 23:30,07.03.2025 07:25
S7 5561,S7,"Новосибирск, OVB","Фергана, FEG",Boeing 737-800,12.03.2025 13:20,12.03.2025 14:20
S7 5561,S7,"Новосибирск, OVB","Фергана, FEG",Boeing 737-800,19.03.2025 13:20,19.03.2025 14:20
S7 5561,S7,"Новосибирск, OVB","Фергана, FEG",Boeing 737-800,26.03.2025 13:20,26.03.2025 14:20
S7 5561,S7,"Новосибирск, OVB","Фергана, FEG",Boeing 737-800,04.04.2025 22:00,04.04.2025 23:00
S7 5561,S7,"Новосибирск, OVB","Фергана, FEG",Boeing 737-800,11.04.2025 22:00,11.04.2025 23:00
S7 5561,S7,"Новосибирск, OVB","Фергана, FEG",Boeing 737-800,12.03.2025 13:20,12.03.2025 14:20
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,06.03.2025 13:25,06.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,07.03.2025 13:25,07.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,08.03.2025 13:25,08.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,09.03.2025 13:25,09.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,10.03.2025 13:25,10.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,11.03.2025 13:25,11.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,12.03.2025 13:25,12.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,13.03.2025 13:25,13.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,14.03.2025 13:25,14.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,15.03.2025 13:25,15.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,16.03.2025 13:25,16.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,17.03.2025 13:25,17.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,18.03.2025 13:25,18.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,19.03.2025 13:25,19.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,20.03.2025 13:25,20.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,21.03.2025 13:25,21.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,22.03.2025 13:25,22.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,23.03.2025 13:25,23.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,24.03.2025 13:25,24.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,25.03.2025 13:25,25.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,26.03.2025 13:25,26.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,27.03.2025 13:25,27.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,28.03.2025 13:25,28.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,29.03.2025 13:25,29.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Boeing 737-800,30.03.2025 14:00,30.03.2025 14:45
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Boeing 737-800,31.03.2025 14:00,31.03.2025 14:45
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Boeing 737-800,01.04.2025 14:00,01.04.2025 14:45
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Boeing 737-800,02.04.2025 14:00,02.04.2025 14:45
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Boeing 737-800,03.04.2025 14:00,03.04.2025 14:45
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Boeing 737-800,04.04.2025 14:00,04.04.2025 14:45
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Boeing 737-800,05.04.2025 14:00,05.04.2025 14:45
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,07.03.2025 13:25,07.03.2025 14:15
S7 5045,S7,"Новосибирск, OVB","Уфа, UFA",Embraer RJ170,07.03.2025 19:35,07.03.2025 20:25
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,09.03.2025 10:20,09.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,10.03.2025 10:20,10.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,12.03.2025 10:20,12.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,16.03.2025 10:20,16.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,17.03.2025 10:20,17.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,19.03.2025 10:20,19.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,23.03.2025 10:20,23.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,24.03.2025 10:20,24.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,26.03.2025 10:20,26.03.2025 09:45
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,31.03.2025 07:05,31.03.2025 06:30
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,02.04.2025 07:05,02.04.2025 06:30
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,04.04.2025 07:05,04.04.2025 06:30
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,07.04.2025 07:05,07.04.2025 06:30
S7 5523,S7,"Новосибирск, OVB","Усть-Каменогорск, UKK",Embraer RJ170,09.03.2025 10:20,09.03.2025 09:45
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,08.03.2025 21:25,08.03.2025 22:00
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,11.03.2025 21:25,11.03.2025 22:00
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,15.03.2025 21:25,15.03.2025 22:00
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,18.03.2025 21:25,18.03.2025 22:00
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,22.03.2025 21:25,22.03.2025 22:00
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,25.03.2025 21:25,25.03.2025 22:00
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,29.03.2025 21:25,29.03.2025 22:00
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,30.03.2025 21:55,30.03.2025 22:25
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,02.04.2025 21:55,02.04.2025 22:25
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,04.04.2025 21:55,04.04.2025 22:25
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,06.04.2025 21:55,06.04.2025 22:25
S7 5063,S7,"Новосибирск, OVB","Ульяновск, ULY",Embraer RJ170,08.03.2025 21:25,08.03.2025 22:00
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,07.03.2025 03:00,07.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,08.03.2025 03:00,08.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,09.03.2025 03:00,09.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,10.03.2025 03:00,10.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,11.03.2025 03:00,11.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,12.03.2025 03:00,12.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,13.03.2025 03:00,13.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,14.03.2025 03:00,14.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,15.03.2025 03:00,15.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,16.03.2025 03:00,16.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,17.03.2025 03:00,17.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,18.03.2025 03:00,18.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,19.03.2025 03:00,19.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,20.03.2025 03:00,20.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,21.03.2025 03:00,21.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,22.03.2025 03:00,22.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,23.03.2025 03:00,23.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,24.03.2025 03:00,24.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,25.03.2025 03:00,25.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,26.03.2025 03:00,26.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,27.03.2025 03:00,27.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,28.03.2025 03:00,28.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,29.03.2025 03:00,29.03.2025 06:30
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,30.03.2025 02:15,30.03.2025 05:45
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,31.03.2025 02:15,31.03.2025 05:45
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,01.04.2025 02:15,01.04.2025 05:45
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,02.04.2025 02:15,02.04.2025 05:45
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,03.04.2025 02:15,03.04.2025 05:45
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,04.04.2025 02:15,04.04.2025 05:45
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,05.04.2025 02:15,05.04.2025 05:45
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,06.04.2025 02:15,06.04.2025 05:45
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,07.03.2025 00:25,07.03.2025 03:55
S7 5255,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,07.03.2025 03:00,07.03.2025 06:30
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,30.03.2025 23:50,30.03.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,31.03.2025 23:50,31.03.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,01.04.2025 23:50,01.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,02.04.2025 23:50,02.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,03.04.2025 23:50,03.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,04.04.2025 23:50,04.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,05.04.2025 23:50,05.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,06.04.2025 23:50,06.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,07.04.2025 23:50,07.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,08.04.2025 23:50,08.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,09.04.2025 23:50,09.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,10.04.2025 23:50,10.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,11.04.2025 23:50,11.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,12.04.2025 23:50,12.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,13.04.2025 23:50,13.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,14.04.2025 23:50,14.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,15.04.2025 23:50,15.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,16.04.2025 23:50,16.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,17.04.2025 23:50,17.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,18.04.2025 23:50,18.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,19.04.2025 23:50,19.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,20.04.2025 23:50,20.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,21.04.2025 23:50,21.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,22.04.2025 23:50,22.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,23.04.2025 23:50,23.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,24.04.2025 23:50,24.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,25.04.2025 23:50,25.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,26.04.2025 23:50,26.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,27.04.2025 23:50,27.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,28.04.2025 23:50,28.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,29.04.2025 23:50,29.04.2025 03:20
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,07.03.2025 00:25,07.03.2025 03:55
S7 5251,S7,"Новосибирск, OVB","Улан-Удэ, UUD",Embraer RJ170,07.03.2025 03:00,07.03.2025 06:30
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,07.03.2025 21:55,07.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,08.03.2025 21:55,08.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,09.03.2025 21:55,09.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,10.03.2025 21:55,10.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,11.03.2025 21:55,11.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,12.03.2025 21:55,12.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,13.03.2025 21:55,13.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,14.03.2025 21:55,14.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,15.03.2025 21:55,15.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,16.03.2025 21:55,16.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,17.03.2025 21:55,17.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,19.03.2025 21:55,19.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,20.03.2025 21:55,20.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,21.03.2025 21:55,21.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,23.03.2025 21:55,23.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,24.03.2025 21:55,24.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,25.03.2025 21:55,25.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,26.03.2025 21:55,26.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,28.03.2025 21:55,28.03.2025 22:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,02.04.2025 03:45,02.04.2025 08:30
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,06.04.2025 03:45,06.04.2025 08:30
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,07.03.2025 16:55,07.03.2025 17:00
S7 5355,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,07.03.2025 21:55,07.03.2025 22:00
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,30.03.2025 21:30,30.03.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,31.03.2025 21:30,31.03.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,01.04.2025 21:30,01.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,02.04.2025 21:30,02.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,03.04.2025 21:30,03.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,04.04.2025 21:30,04.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,05.04.2025 21:30,05.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,06.04.2025 21:30,06.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,07.04.2025 21:30,07.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,08.04.2025 21:30,08.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,09.04.2025 21:30,09.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,10.04.2025 21:30,10.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,11.04.2025 21:30,11.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,12.04.2025 21:30,12.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,13.04.2025 21:30,13.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,14.04.2025 21:30,14.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,15.04.2025 21:30,15.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,16.04.2025 21:30,16.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,17.04.2025 21:30,17.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,18.04.2025 21:30,18.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,19.04.2025 21:30,19.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,20.04.2025 21:30,20.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,21.04.2025 21:30,21.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,22.04.2025 21:30,22.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,23.04.2025 21:30,23.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,24.04.2025 21:30,24.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,25.04.2025 21:30,25.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,26.04.2025 21:30,26.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,27.04.2025 21:30,27.04.2025 21:30
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,07.03.2025 16:55,07.03.2025 17:00
S7 5353,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,07.03.2025 21:55,07.03.2025 22:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,06.03.2025 16:55,06.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,07.03.2025 16:55,07.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,08.03.2025 16:55,08.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,09.03.2025 16:55,09.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,10.03.2025 16:55,10.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,11.03.2025 16:55,11.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,12.03.2025 16:55,12.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,13.03.2025 16:55,13.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,14.03.2025 16:55,14.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,15.03.2025 16:55,15.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,16.03.2025 16:55,16.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,17.03.2025 16:55,17.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,18.03.2025 16:55,18.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,19.03.2025 16:55,19.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,20.03.2025 16:55,20.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,21.03.2025 16:55,21.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,22.03.2025 16:55,22.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,23.03.2025 16:55,23.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,24.03.2025 16:55,24.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,25.03.2025 16:55,25.03.2025 17:00
S7 5351,S7,"Новосибирск, OVB","Тюмень, TJM",Embraer RJ170,26.03.2025 16:55,26.03.2025 17:00
